teacher,layer,bin,did_pc_loyalty,did_pc_pipeline,did_control_self,loyalty_rank,loyalty_q
pc_control,17,0,0.18391573429107666,0.31223833560943604,0.45767879486083984,6,0.8830233953209359
pc_control,17,1,0.05322343111038208,-0.005738496780395508,-0.20466601848602295,7,1.0
pc_control,17,2-4,-0.024985432624816895,0.08074444532394409,0.22045660018920898,7,1.0
pc_control,17,5-8,0.15996897220611572,0.25709807872772217,0.08478069305419922,1,0.3134373125374925
pc_control,17,9-16,-0.08731245994567871,-0.16877585649490356,0.41486644744873047,6,1.0
pc_control,17,17-32,0.0031223297119140625,0.2746872901916504,0.6793537139892578,10,1.0
pc_control,17,33-64,0.2578079104423523,0.06711745262145996,2.024190664291382,5,0.7686462707458508
pc_control,17,65-128,0.6203718185424805,-0.07520416378974915,1.3204517364501953,2,0.6468706258748249
