teacher,layer,bin,did_pc_loyalty,did_pc_pipeline,did_control_self,loyalty_rank,loyalty_q
pc_control,12,0,-0.015125393867492676,0.11143621802330017,0.08221560716629028,8,1.0
pc_control,12,1,0.009050130844116211,-0.03192257881164551,-0.13846492767333984,10,0.9713612832988958
pc_control,12,2-4,0.0175037682056427,0.02494141459465027,0.034775733947753906,7,0.8881080926671808
pc_control,12,5-8,0.14361754059791565,0.12777116894721985,0.4349247217178345,2,0.8125041658334999
pc_control,12,9-16,0.12997907400131226,0.02155226469039917,1.017721176147461,1,0.7304253435027279
pc_control,12,17-32,-0.0577620267868042,0.15835443139076233,0.7142763137817383,9,0.9744717723122043
pc_control,12,33-64,0.17097100615501404,0.19402897357940674,1.5950663089752197,4,0.7115719713200217
pc_control,12,65-128,0.1676086187362671,-0.0855867862701416,0.8343362808227539,5,0.5507469934584511
