teacher,layer,bin,did_pc_loyalty,did_pc_pipeline,did_control_self,loyalty_rank,loyalty_q
pc_loyalty,17,0,0.18391573429107666,0.31223833560943604,0.45767879486083984,6,0.8830233953209359
pc_loyalty,17,1,0.031134843826293945,0.31398439407348633,0.41311168670654297,10,0.876624675064987
pc_loyalty,17,2-4,0.15724825859069824,0.18777740001678467,0.12627315521240234,3,0.7813437312537492
pc_loyalty,17,5-8,0.03278779983520508,0.260738730430603,1.3601889610290527,7,1.0
pc_loyalty,17,9-16,-0.5011621713638306,-1.4662636518478394,-4.142329216003418,2,0.7147142000171395
pc_loyalty,17,17-32,-0.5173600912094116,-0.833666205406189,-0.6734991073608398,2,0.7538492301539692
pc_loyalty,17,33-64,-0.18579202890396118,-0.21772897243499756,-0.6753373146057129,3,1.0
pc_loyalty,17,65-128,0.2429291009902954,0.2445194125175476,0.4077320098876953,5,0.8421649003532629
