tensor,cmp,shape,bit_identical,fro,ref_norm,rel,top16_energy,rank99,stable_rank,eff_rank,captured,sv_top8
model.layers.11.self_attn.v_proj.weight,b_vs_c,"(512, 3584)",False,1.0834606885910034,19.79438018798828,0.05473577239101804,0.9994880557060242,11,1.640291452407837,11.789764404296875,0.9996234774589539,"[0.84597, 0.41496, 0.33219, 0.26038, 0.204, 0.1555, 0.09829, 0.08186]"
model.layers.11.self_attn.v_proj.weight,a_vs_b,"(512, 3584)",False,1.4207608699798584,19.79438018798828,0.07177597158823953,0.985456645488739,18,3.3030576705932617,19.57561492919922,0.9993836879730225,"[0.78174, 0.68556, 0.51285, 0.41605, 0.3236, 0.31044, 0.2781, 0.2347]"
model.layers.12.input_layernorm.weight,a_vs_c,"(3584,)",True,0.0,54.82129669189453,0.0,nan,,nan,nan,nan,
model.layers.12.input_layernorm.weight,b_vs_c,"(3584,)",True,0.0,54.82129669189453,0.0,nan,,nan,nan,nan,
model.layers.12.input_layernorm.weight,a_vs_b,"(3584,)",True,0.0,54.82129669189453,0.0,nan,,nan,nan,nan,
model.layers.12.mlp.down_proj.weight,a_vs_c,"(3584, 18944)",True,0.0,134.86900329589844,0.0,nan,,nan,nan,nan,
model.layers.12.mlp.down_proj.weight,b_vs_c,"(3584, 18944)",True,0.0,134.86900329589844,0.0,nan,,nan,nan,nan,
model.layers.12.mlp.down_proj.weight,a_vs_b,"(3584, 18944)",True,0.0,134.86900329589844,0.0,nan,,nan,nan,nan,
model.layers.12.mlp.gate_proj.weight,a_vs_c,"(18944, 3584)",True,0.0,135.5494384765625,0.0,nan,,nan,nan,nan,
model.layers.12.mlp.gate_proj.weight,b_vs_c,"(18944, 3584)",True,0.0,135.5494384765625,0.0,nan,,nan,nan,nan,
model.layers.12.mlp.gate_proj.weight,a_vs_b,"(18944, 3584)",True,0.0,135.5494384765625,0.0,nan,,nan,nan,nan,
model.layers.12.mlp.up_proj.weight,a_vs_c,"(18944, 3584)",True,0.0,135.9744873046875,0.0,nan,,nan,nan,nan,
model.layers.12.mlp.up_proj.weight,b_vs_c,"(18944, 3584)",True,0.0,135.9744873046875,0.0,nan,,nan,nan,nan,
model.layers.12.mlp.up_proj.weight,a_vs_b,"(18944, 3584)",True,0.0,135.9744873046875,0.0,nan,,nan,nan,nan,
model.layers.12.post_attention_layernorm.weight,a_vs_c,"(3584,)",True,0.0,49.13087463378906,0.0,nan,,nan,nan,nan,
model.layers.12.post_attention_layernorm.weight,b_vs_c,"(3584,)",True,0.0,49.13087463378906,0.0,nan,,nan,nan,nan,
model.layers.12.post_attention_layernorm.weight,a_vs_b,"(3584,)",True,0.0,49.13087463378906,0.0,nan,,nan,nan,nan,
model.layers.12.self_attn.k_proj.bias,a_vs_c,"(512,)",True,0.0,25.71873664855957,0.0,nan,,nan,nan,nan,
model.layers.12.self_attn.k_proj.bias,b_vs_c,"(512,)",True,0.0,25.71873664855957,0.0,nan,,nan,nan,nan,
model.layers.12.self_attn.k_proj.bias,a_vs_b,"(512,)",True,0.0,25.71873664855957,0.0,nan,,nan,nan,nan,
model.layers.12.self_attn.k_proj.weight,a_vs_c,"(512, 3584)",False,1.229978322982788,26.824262619018555,0.045853201650013914,0.9990245699882507,13,1.9918698072433472,13.73680305480957,0.999295175075531,"[0.8715, 0.57415, 0.39371, 0.2893, 0.22054, 0.18975, 0.14664, 0.13617]"
model.layers.12.self_attn.k_proj.weight,b_vs_c,"(512, 3584)",False,1.2284047603607178,26.824262619018555,0.04579453973470166,0.999026894569397,13,2.111710786819458,13.20921516418457,0.9992954134941101,"[0.84533, 0.62903, 0.37252, 0.3466, 0.17748, 0.1574, 0.14022, 0.11377]"
model.layers.12.self_attn.k_proj.weight,a_vs_b,"(512, 3584)",False,1.631400227546692,26.824262619018555,0.06081808289447703,0.9810509085655212,19,3.7149908542633057,20.63503074645996,0.999197781085968,"[0.84641, 0.79414, 0.6178, 0.51941, 0.38298, 0.37585, 0.30275, 0.23702]"
model.layers.12.self_attn.o_proj.weight,a_vs_c,"(3584, 3584)",False,3.477269411087036,55.58864974975586,0.06255358650984877,1.000795602798462,12,1.9606035947799683,12.154465675354004,1.0008317232131958,"[2.48338, 1.43209, 1.06762, 0.84348, 0.83215, 0.66122, 0.54387, 0.44364]"
model.layers.12.self_attn.o_proj.weight,b_vs_c,"(3584, 3584)",False,3.2172396183013916,55.58864974975586,0.057875836754166195,1.0007301568984985,12,2.38946270942688,11.888002395629883,1.0007715225219727,"[2.08129, 1.75734, 0.96724, 0.85101, 0.62842, 0.51941, 0.42699, 0.33734]"
model.layers.12.self_attn.o_proj.weight,a_vs_b,"(3584, 3584)",False,4.412064552307129,55.58864974975586,0.0793698816605364,0.9772965908050537,20,3.5127995014190674,21.01073455810547,0.999729573726654,"[2.35405, 1.8929, 1.72516, 1.31966, 1.04331, 0.92133, 0.85312, 0.74578]"
model.layers.12.self_attn.q_proj.bias,a_vs_c,"(3584,)",True,0.0,88.08363342285156,0.0,nan,,nan,nan,nan,
model.layers.12.self_attn.q_proj.bias,b_vs_c,"(3584,)",True,0.0,88.08363342285156,0.0,nan,,nan,nan,nan,
model.layers.12.self_attn.q_proj.bias,a_vs_b,"(3584,)",True,0.0,88.08363342285156,0.0,nan,,nan,nan,nan,
model.layers.12.self_attn.q_proj.weight,a_vs_c,"(3584, 3584)",False,3.471912384033203,62.248077392578125,0.05577541555439528,1.0008156299591064,14,3.5954277515411377,13.930436134338379,1.000861406326294,"[1.83102, 1.65254, 1.33776, 1.15379, 0.9168, 0.67967, 0.58463, 0.55686]"
model.layers.12.self_attn.q_proj.weight,b_vs_c,"(3584, 3584)",False,3.426266670227051,62.248077392578125,0.055042128427818186,1.0008224248886108,14,2.9048473834991455,13.466131210327148,1.0008692741394043,"[2.01029, 1.65658, 1.29962, 0.89024, 0.79381, 0.75485, 0.64907, 0.45142]"
model.layers.12.self_attn.q_proj.weight,a_vs_b,"(3584, 3584)",False,4.697301864624023,62.248077392578125,0.07546099512439054,0.9540981650352478,23,5.6070637702941895,23.970149993896484,0.999542772769928,"[1.98372, 1.77109, 1.62377, 1.5902, 1.3901, 1.20839, 1.10234, 0.99891]"
model.layers.12.self_attn.v_proj.bias,a_vs_c,"(512,)",True,0.0,1.7421482801437378,0.0,nan,,nan,nan,nan,
model.layers.12.self_attn.v_proj.bias,b_vs_c,"(512,)",True,0.0,1.7421482801437378,0.0,nan,,nan,nan,nan,
model.layers.12.self_attn.v_proj.bias,a_vs_b,"(512,)",True,0.0,1.7421482801437378,0.0,nan,,nan,nan,nan,
model.layers.12.self_attn.v_proj.weight,a_vs_c,"(512, 3584)",False,1.245436429977417,20.58383560180664,0.06050555659646374,0.9995814561843872,12,2.211017370223999,12.098152160644531,0.9996964335441589,"[0.83758, 0.61178, 0.52201, 0.23338, 0.18384, 0.17224, 0.1495, 0.1406]"
model.layers.12.self_attn.v_proj.weight,b_vs_c,"(512, 3584)",False,1.259522795677185,20.58383560180664,0.06118989774513341,0.9996069073677063,11,1.38985276222229,10.935545921325684,0.9997193217277527,"[1.06837, 0.44979, 0.27956, 0.21958, 0.19827, 0.16274, 0.12978, 0.08848]"
model.layers.12.self_attn.v_proj.weight,a_vs_b,"(512, 3584)",False,1.6495801210403442,20.58383560180664,0.08013958879925959,0.9865075349807739,18,2.683760643005371,18.971866607666016,0.9996383786201477,"[1.00694, 0.77816, 0.58112, 0.50421, 0.39392, 0.25976, 0.22268, 0.19998]"
model.layers.13.input_layernorm.weight,a_vs_c,"(3584,)",True,0.0,58.46418380737305,0.0,nan,,nan,nan,nan,
model.layers.13.input_layernorm.weight,b_vs_c,"(3584,)",True,0.0,58.46418380737305,0.0,nan,,nan,nan,nan,
model.layers.13.input_layernorm.weight,a_vs_b,"(3584,)",True,0.0,58.46418380737305,0.0,nan,,nan,nan,nan,
model.layers.13.mlp.down_proj.weight,a_vs_c,"(3584, 18944)",True,0.0,132.7661590576172,0.0,nan,,nan,nan,nan,
model.layers.13.mlp.down_proj.weight,b_vs_c,"(3584, 18944)",True,0.0,132.7661590576172,0.0,nan,,nan,nan,nan,
model.layers.13.mlp.down_proj.weight,a_vs_b,"(3584, 18944)",True,0.0,132.7661590576172,0.0,nan,,nan,nan,nan,
model.layers.13.mlp.gate_proj.weight,a_vs_c,"(18944, 3584)",True,0.0,138.33941650390625,0.0,nan,,nan,nan,nan,
model.layers.13.mlp.gate_proj.weight,b_vs_c,"(18944, 3584)",True,0.0,138.33941650390625,0.0,nan,,nan,nan,nan,
model.layers.13.mlp.gate_proj.weight,a_vs_b,"(18944, 3584)",True,0.0,138.33941650390625,0.0,nan,,nan,nan,nan,
model.layers.13.mlp.up_proj.weight,a_vs_c,"(18944, 3584)",True,0.0,134.4014129638672,0.0,nan,,nan,nan,nan,
model.layers.13.mlp.up_proj.weight,b_vs_c,"(18944, 3584)",True,0.0,134.4014129638672,0.0,nan,,nan,nan,nan,
model.layers.13.mlp.up_proj.weight,a_vs_b,"(18944, 3584)",True,0.0,134.4014129638672,0.0,nan,,nan,nan,nan,
model.layers.13.post_attention_layernorm.weight,a_vs_c,"(3584,)",True,0.0,49.37841796875,0.0,nan,,nan,nan,nan,
model.layers.13.post_attention_layernorm.weight,b_vs_c,"(3584,)",True,0.0,49.37841796875,0.0,nan,,nan,nan,nan,
model.layers.13.post_attention_layernorm.weight,a_vs_b,"(3584,)",True,0.0,49.37841796875,0.0,nan,,nan,nan,nan,
model.layers.13.self_attn.k_proj.bias,a_vs_c,"(512,)",True,0.0,62.11220932006836,0.0,nan,,nan,nan,nan,
model.layers.13.self_attn.k_proj.bias,b_vs_c,"(512,)",True,0.0,62.11220932006836,0.0,nan,,nan,nan,nan,
model.layers.13.self_attn.k_proj.bias,a_vs_b,"(512,)",True,0.0,62.11220932006836,0.0,nan,,nan,nan,nan,
model.layers.13.self_attn.k_proj.weight,a_vs_c,"(512, 3584)",False,1.2338327169418335,25.605587005615234,0.0481860742607173,0.9991405010223389,14,2.6303112506866455,13.860077857971191,0.9993621110916138,"[0.76077, 0.5981, 0.54714, 0.30639, 0.21845, 0.16193, 0.14756, 0.14671]"
model.layers.13.self_attn.k_proj.weight,b_vs_c,"(512, 3584)",False,1.2630592584609985,25.605587005615234,0.04932748693416063,0.9992058277130127,14,2.8303544521331787,13.822450637817383,0.999417245388031,"[0.75076, 0.67896, 0.4726, 0.35591, 0.24361, 0.19831, 0.16669, 0.14724]"
model.layers.13.self_attn.k_proj.weight,a_vs_b,"(512, 3584)",False,1.6708163022994995,25.605587005615234,0.06525202105044864,0.9774345755577087,20,3.9359688758850098,21.693082809448242,0.9993277192115784,"[0.84218, 0.65315, 0.62747, 0.58119, 0.48928, 0.40667, 0.35408, 0.2799]"
model.layers.13.self_attn.o_proj.weight,a_vs_c,"(3584, 3584)",False,3.3054959774017334,57.490684509277344,0.05749620143883174,1.000659465789795,13,2.944403886795044,13.47946548461914,1.0007061958312988,"[1.92636, 1.52423, 1.22592, 0.98276, 0.80121, 0.72275, 0.63136, 0.43601]"
model.layers.13.self_attn.o_proj.weight,b_vs_c,"(3584, 3584)",False,3.1352477073669434,57.490684509277344,0.054534882200976485,1.0005550384521484,12,2.3949270248413086,12.699723243713379,1.0006059408187866,"[2.02594, 1.5308, 0.97502, 0.77832, 0.7417, 0.62051, 0.52686, 0.45543]"
model.layers.13.self_attn.o_proj.weight,a_vs_b,"(3584, 3584)",False,4.263811111450195,57.490684509277344,0.0741652521246662,0.9632105827331543,22,4.901708126068115,23.131576538085938,0.9998353719711304,"[1.92586, 1.79469, 1.50341, 1.40741, 1.20529, 0.96106, 0.86538, 0.8047]"
model.layers.13.self_attn.q_proj.bias,a_vs_c,"(3584,)",True,0.0,77.86427307128906,0.0,nan,,nan,nan,nan,
model.layers.13.self_attn.q_proj.bias,b_vs_c,"(3584,)",True,0.0,77.86427307128906,0.0,nan,,nan,nan,nan,
model.layers.13.self_attn.q_proj.bias,a_vs_b,"(3584,)",True,0.0,77.86427307128906,0.0,nan,,nan,nan,nan,
model.layers.13.self_attn.q_proj.weight,a_vs_c,"(3584, 3584)",False,3.460209369659424,61.010520935058594,0.05671496188899244,1.0008169412612915,14,2.4294676780700684,13.107495307922363,1.000857949256897,"[2.21997, 1.56247, 1.33696, 0.96314, 0.60186, 0.56514, 0.52923, 0.4646]"
model.layers.13.self_attn.q_proj.weight,b_vs_c,"(3584, 3584)",False,3.590385913848877,61.010520935058594,0.058848635593041244,1.0008021593093872,12,2.286839008331299,12.479242324829102,1.0008403062820435,"[2.37423, 1.71387, 1.10611, 1.04754, 0.72629, 0.63691, 0.56142, 0.45069]"
model.layers.13.self_attn.q_proj.weight,a_vs_b,"(3584, 3584)",False,4.820260524749756,61.010520935058594,0.07900703765307272,0.9644575715065002,22,3.8574471473693848,22.510990142822266,0.9994586706161499,"[2.45426, 2.07031, 1.65678, 1.43771, 1.34616, 1.05521, 0.98466, 0.88153]"
model.layers.13.self_attn.v_proj.bias,a_vs_c,"(512,)",True,0.0,0.8435591459274292,0.0,nan,,nan,nan,nan,
model.layers.13.self_attn.v_proj.bias,b_vs_c,"(512,)",True,0.0,0.8435591459274292,0.0,nan,,nan,nan,nan,
model.layers.13.self_attn.v_proj.bias,a_vs_b,"(512,)",True,0.0,0.8435591459274292,0.0,nan,,nan,nan,nan,
model.layers.13.self_attn.v_proj.weight,a_vs_c,"(512, 3584)",False,1.1506686210632324,22.4603214263916,0.05123117337542461,0.9993534684181213,12,1.547012209892273,12.70692253112793,0.999506413936615,"[0.92513, 0.35656, 0.30183, 0.29862, 0.21728, 0.17834, 0.15847, 0.11742]"
model.layers.13.self_attn.v_proj.weight,b_vs_c,"(512, 3584)",False,1.0702675580978394,22.4603214263916,0.04765148003804792,0.9992237687110901,13,1.7857024669647217,12.947427749633789,0.9993991851806641,"[0.80092, 0.45325, 0.30219, 0.25201, 0.21474, 0.16803, 0.12651, 0.11888]"
model.layers.13.self_attn.v_proj.weight,a_vs_b,"(512, 3584)",False,1.418074131011963,22.4603214263916,0.06313685828848736,0.9800015091896057,20,2.802668571472168,21.095718383789062,0.9991217255592346,"[0.84706, 0.69451, 0.44445, 0.32803, 0.30897, 0.26736, 0.25566, 0.24101]"
model.layers.14.input_layernorm.weight,a_vs_c,"(3584,)",True,0.0,63.546268463134766,0.0,nan,,nan,nan,nan,
model.layers.14.input_layernorm.weight,b_vs_c,"(3584,)",True,0.0,63.546268463134766,0.0,nan,,nan,nan,nan,
model.layers.14.input_layernorm.weight,a_vs_b,"(3584,)",True,0.0,63.546268463134766,0.0,nan,,nan,nan,nan,
model.layers.14.mlp.down_proj.weight,a_vs_c,"(3584, 18944)",True,0.0,133.95664978027344,0.0,nan,,nan,nan,nan,
model.layers.14.mlp.down_proj.weight,b_vs_c,"(3584, 18944)",True,0.0,133.95664978027344,0.0,nan,,nan,nan,nan,
model.layers.14.mlp.down_proj.weight,a_vs_b,"(3584, 18944)",True,0.0,133.95664978027344,0.0,nan,,nan,nan,nan,
model.layers.14.mlp.gate_proj.weight,a_vs_c,"(18944, 3584)",True,0.0,135.9489288330078,0.0,nan,,nan,nan,nan,
model.layers.14.mlp.gate_proj.weight,b_vs_c,"(18944, 3584)",True,0.0,135.9489288330078,0.0,nan,,nan,nan,nan,
model.layers.14.mlp.gate_proj.weight,a_vs_b,"(18944, 3584)",True,0.0,135.9489288330078,0.0,nan,,nan,nan,nan,
model.layers.14.mlp.up_proj.weight,a_vs_c,"(18944, 3584)",True,0.0,135.40969848632812,0.0,nan,,nan,nan,nan,
model.layers.14.mlp.up_proj.weight,b_vs_c,"(18944, 3584)",True,0.0,135.40969848632812,0.0,nan,,nan,nan,nan,
model.layers.14.mlp.up_proj.weight,a_vs_b,"(18944, 3584)",True,0.0,135.40969848632812,0.0,nan,,nan,nan,nan,
model.layers.14.post_attention_layernorm.weight,a_vs_c,"(3584,)",True,0.0,51.23768615722656,0.0,nan,,nan,nan,nan,
model.layers.14.post_attention_layernorm.weight,b_vs_c,"(3584,)",True,0.0,51.23768615722656,0.0,nan,,nan,nan,nan,
model.layers.14.post_attention_layernorm.weight,a_vs_b,"(3584,)",True,0.0,51.23768615722656,0.0,nan,,nan,nan,nan,
model.layers.14.self_attn.k_proj.bias,a_vs_c,"(512,)",True,0.0,22.05521583557129,0.0,nan,,nan,nan,nan,
model.layers.14.self_attn.k_proj.bias,b_vs_c,"(512,)",True,0.0,22.05521583557129,0.0,nan,,nan,nan,nan,
model.layers.14.self_attn.k_proj.bias,a_vs_b,"(512,)",True,0.0,22.05521583557129,0.0,nan,,nan,nan,nan,
model.layers.14.self_attn.k_proj.weight,a_vs_c,"(512, 3584)",False,1.291367530822754,25.308452606201172,0.051025147642030796,0.9992226958274841,13,2.0001797676086426,13.503764152526855,0.9994692206382751,"[0.91309, 0.61975, 0.38999, 0.31085, 0.2252, 0.20657, 0.16303, 0.13832]"
model.layers.14.self_attn.k_proj.weight,b_vs_c,"(512, 3584)",False,1.448595404624939,25.308452606201172,0.05723761255439215,0.9994665384292603,11,1.503679871559143,11.416022300720215,0.9996638298034668,"[1.18133, 0.5533, 0.45074, 0.26619, 0.17679, 0.15217, 0.14742, 0.09642]"
model.layers.14.self_attn.k_proj.weight,a_vs_b,"(512, 3584)",False,1.8388079404830933,25.308452606201172,0.07265588177574087,0.9852492809295654,19,2.585057497024536,19.587379455566406,0.9995449781417847,"[1.14367, 0.84809, 0.59321, 0.533, 0.42291, 0.38517, 0.30932, 0.23564]"
model.layers.14.self_attn.o_proj.weight,a_vs_c,"(3584, 3584)",False,3.094952344894409,54.586673736572266,0.056697947191840646,1.0005881786346436,11,1.962505578994751,11.76410961151123,1.0006358623504639,"[2.20927, 1.47582, 0.96875, 0.76563, 0.47441, 0.42469, 0.39439, 0.34287]"
model.layers.14.self_attn.o_proj.weight,b_vs_c,"(3584, 3584)",False,3.0286104679107666,54.586673736572266,0.055482597868601075,1.00048828125,11,1.8803200721740723,11.717550277709961,1.0005381107330322,"[2.20865, 1.14933, 1.04254, 0.78772, 0.73611, 0.47993, 0.42609, 0.27845]"
model.layers.14.self_attn.o_proj.weight,a_vs_b,"(3584, 3584)",False,4.024989604949951,54.586673736572266,0.07373575507410461,0.9802786111831665,19,3.532245397567749,20.43939971923828,1.0001192092895508,"[2.1416, 1.96559, 1.51846, 1.06027, 0.9548, 0.82815, 0.75109, 0.6863]"
model.layers.14.self_attn.q_proj.bias,a_vs_c,"(3584,)",True,0.0,85.22459411621094,0.0,nan,,nan,nan,nan,
model.layers.14.self_attn.q_proj.bias,b_vs_c,"(3584,)",True,0.0,85.22459411621094,0.0,nan,,nan,nan,nan,
model.layers.14.self_attn.q_proj.bias,a_vs_b,"(3584,)",True,0.0,85.22459411621094,0.0,nan,,nan,nan,nan,
model.layers.14.self_attn.q_proj.weight,a_vs_c,"(3584, 3584)",False,3.431349039077759,59.85979080200195,0.057323104426268735,1.0006744861602783,14,2.392923355102539,13.271286010742188,1.000719666481018,"[2.2182, 1.71368, 1.12709, 0.78024, 0.64261, 0.60787, 0.56741, 0.47381]"
model.layers.14.self_attn.q_proj.weight,b_vs_c,"(3584, 3584)",False,3.9061214923858643,59.85979080200195,0.0652545129218064,1.0007703304290771,12,2.035698175430298,11.143780708312988,1.0008052587509155,"[2.73772, 2.17336, 0.96848, 0.82134, 0.67964, 0.55744, 0.40303, 0.35973]"
model.layers.14.self_attn.q_proj.weight,a_vs_b,"(3584, 3584)",False,5.000343322753906,59.85979080200195,0.08353425990567737,0.9734559655189514,21,3.4839842319488525,20.87958526611328,0.9993109107017517,"[2.67893, 2.26786, 1.96532, 1.61503, 1.14885, 0.96549, 0.87083, 0.69696]"
model.layers.14.self_attn.v_proj.bias,a_vs_c,"(512,)",True,0.0,2.0026698112487793,0.0,nan,,nan,nan,nan,
model.layers.14.self_attn.v_proj.bias,b_vs_c,"(512,)",True,0.0,2.0026698112487793,0.0,nan,,nan,nan,nan,
model.layers.14.self_attn.v_proj.bias,a_vs_b,"(512,)",True,0.0,2.0026698112487793,0.0,nan,,nan,nan,nan,
model.layers.14.self_attn.v_proj.weight,a_vs_c,"(512, 3584)",False,1.130690336227417,19.7587947845459,0.05722466114743865,0.9994727969169617,13,1.9956681728363037,13.328641891479492,0.9996070861816406,"[0.80039, 0.45093, 0.3733, 0.34133, 0.22597, 0.17918, 0.1462, 0.12914]"
model.layers.14.self_attn.v_proj.weight,b_vs_c,"(512, 3584)",False,1.1212033033370972,19.7587947845459,0.056744518861749235,0.9994902014732361,12,2.3306725025177,13.024203300476074,0.9996261596679688,"[0.73442, 0.54193, 0.36278, 0.29289, 0.28275, 0.20483, 0.15329, 0.13491]"
model.layers.14.self_attn.v_proj.weight,a_vs_b,"(512, 3584)",False,1.5001157522201538,19.7587947845459,0.07592141973119995,0.9746690392494202,21,3.6809017658233643,22.123693466186523,0.999509334564209,"[0.78189, 0.66353, 0.52565, 0.41729, 0.37395, 0.35256, 0.30839, 0.27845]"
model.layers.15.input_layernorm.weight,a_vs_c,"(3584,)",True,0.0,53.99984359741211,0.0,nan,,nan,nan,nan,
model.layers.15.input_layernorm.weight,b_vs_c,"(3584,)",True,0.0,53.99984359741211,0.0,nan,,nan,nan,nan,
model.layers.15.input_layernorm.weight,a_vs_b,"(3584,)",True,0.0,53.99984359741211,0.0,nan,,nan,nan,nan,
model.layers.15.mlp.down_proj.weight,a_vs_c,"(3584, 18944)",True,0.0,134.9676513671875,0.0,nan,,nan,nan,nan,
model.layers.15.mlp.down_proj.weight,b_vs_c,"(3584, 18944)",True,0.0,134.9676513671875,0.0,nan,,nan,nan,nan,
model.layers.15.mlp.down_proj.weight,a_vs_b,"(3584, 18944)",True,0.0,134.9676513671875,0.0,nan,,nan,nan,nan,
model.layers.15.mlp.gate_proj.weight,a_vs_c,"(18944, 3584)",True,0.0,134.334228515625,0.0,nan,,nan,nan,nan,
model.layers.15.mlp.gate_proj.weight,b_vs_c,"(18944, 3584)",True,0.0,134.334228515625,0.0,nan,,nan,nan,nan,
model.layers.15.mlp.gate_proj.weight,a_vs_b,"(18944, 3584)",True,0.0,134.334228515625,0.0,nan,,nan,nan,nan,
model.layers.15.mlp.up_proj.weight,a_vs_c,"(18944, 3584)",True,0.0,136.9013214111328,0.0,nan,,nan,nan,nan,
model.layers.15.mlp.up_proj.weight,b_vs_c,"(18944, 3584)",True,0.0,136.9013214111328,0.0,nan,,nan,nan,nan,
model.layers.15.mlp.up_proj.weight,a_vs_b,"(18944, 3584)",True,0.0,136.9013214111328,0.0,nan,,nan,nan,nan,
model.layers.15.post_attention_layernorm.weight,a_vs_c,"(3584,)",True,0.0,51.83001708984375,0.0,nan,,nan,nan,nan,
model.layers.15.post_attention_layernorm.weight,b_vs_c,"(3584,)",True,0.0,51.83001708984375,0.0,nan,,nan,nan,nan,
model.layers.15.post_attention_layernorm.weight,a_vs_b,"(3584,)",True,0.0,51.83001708984375,0.0,nan,,nan,nan,nan,
model.layers.15.self_attn.k_proj.bias,a_vs_c,"(512,)",True,0.0,33.996070861816406,0.0,nan,,nan,nan,nan,
model.layers.15.self_attn.k_proj.bias,b_vs_c,"(512,)",True,0.0,33.996070861816406,0.0,nan,,nan,nan,nan,
model.layers.15.self_attn.k_proj.bias,a_vs_b,"(512,)",True,0.0,33.996070861816406,0.0,nan,,nan,nan,nan,
model.layers.15.self_attn.k_proj.weight,a_vs_c,"(512, 3584)",False,1.1734274625778198,26.498058319091797,0.04428352630397706,0.9989913105964661,14,1.8920557498931885,14.638283729553223,0.9992993474006653,"[0.85308, 0.4198, 0.37082, 0.32776, 0.25353, 0.20089, 0.15965, 0.14835]"
model.layers.15.self_attn.k_proj.weight,b_vs_c,"(512, 3584)",False,1.1604135036468506,26.498058319091797,0.04379239752864364,0.9989712834358215,14,1.5957359075546265,13.94452953338623,0.9992859363555908,"[0.91861, 0.41001, 0.30984, 0.27111, 0.20238, 0.18207, 0.13952, 0.11847]"
model.layers.15.self_attn.k_proj.weight,a_vs_b,"(512, 3584)",False,1.5513862371444702,26.498058319091797,0.058547166681518686,0.9740689396858215,20,2.7562289237976074,22.036396026611328,0.999078631401062,"[0.93446, 0.74304, 0.42438, 0.38628, 0.37268, 0.32101, 0.28901, 0.23321]"
model.layers.15.self_attn.o_proj.weight,a_vs_c,"(3584, 3584)",False,3.5039875507354736,55.3022575378418,0.06336066024678635,1.0007243156433105,13,2.239783763885498,12.985845565795898,1.0007652044296265,"[2.34131, 1.67072, 1.01047, 0.85044, 0.75856, 0.63197, 0.58858, 0.47194]"
model.layers.15.self_attn.o_proj.weight,b_vs_c,"(3584, 3584)",False,3.485755681991577,55.3022575378418,0.06303098349296811,1.0007256269454956,12,1.9464871883392334,12.059806823730469,1.0007661581039429,"[2.49845, 1.4042, 1.09803, 1.0044, 0.79511, 0.58581, 0.42425, 0.37462]"
model.layers.15.self_attn.o_proj.weight,a_vs_b,"(3584, 3584)",False,4.551894187927246,55.3022575378418,0.08230937380472238,0.968241810798645,22,3.3219542503356934,22.126426696777344,0.9995856881141663,"[2.49744, 1.89434, 1.69914, 1.20964, 1.06777, 1.0336, 0.89602, 0.77631]"
model.layers.15.self_attn.q_proj.bias,a_vs_c,"(3584,)",True,0.0,99.44635772705078,0.0,nan,,nan,nan,nan,
model.layers.15.self_attn.q_proj.bias,b_vs_c,"(3584,)",True,0.0,99.44635772705078,0.0,nan,,nan,nan,nan,
model.layers.15.self_attn.q_proj.bias,a_vs_b,"(3584,)",True,0.0,99.44635772705078,0.0,nan,,nan,nan,nan,
model.layers.15.self_attn.q_proj.weight,a_vs_c,"(3584, 3584)",False,3.511475086212158,62.1768798828125,0.05647557569357597,1.0007073879241943,14,2.080998182296753,13.542366981506348,1.0007541179656982,"[2.43419, 1.42031, 1.12481, 0.89765, 0.73659, 0.61607, 0.53876, 0.48144]"
model.layers.15.self_attn.q_proj.weight,b_vs_c,"(3584, 3584)",False,3.7066025733947754,62.1768798828125,0.05961384007014781,1.0007487535476685,13,1.610275149345398,12.208366394042969,1.0007907152175903,"[2.92096, 1.19226, 1.09275, 0.86342, 0.72799, 0.65403, 0.45773, 0.3808]"
model.layers.15.self_attn.q_proj.weight,a_vs_b,"(3584, 3584)",False,4.896137714385986,62.1768798828125,0.07874531053365741,0.9638953804969788,22,2.8927886486053467,22.314868927001953,0.9994010925292969,"[2.87869, 2.2922, 1.40425, 1.19225, 1.11701, 1.05928, 0.82377, 0.81117]"
model.layers.15.self_attn.v_proj.bias,a_vs_c,"(512,)",True,0.0,1.3978468179702759,0.0,nan,,nan,nan,nan,
model.layers.15.self_attn.v_proj.bias,b_vs_c,"(512,)",True,0.0,1.3978468179702759,0.0,nan,,nan,nan,nan,
model.layers.15.self_attn.v_proj.bias,a_vs_b,"(512,)",True,0.0,1.3978468179702759,0.0,nan,,nan,nan,nan,
model.layers.15.self_attn.v_proj.weight,a_vs_c,"(512, 3584)",False,1.1144368648529053,20.84438705444336,0.05346460233837113,0.9994240999221802,13,1.9462051391601562,13.2501859664917,0.9995595216751099,"[0.79884, 0.45462, 0.39446, 0.23914, 0.22296, 0.18409, 0.16509, 0.13952]"
model.layers.15.self_attn.v_proj.weight,b_vs_c,"(512, 3584)",False,1.0897867679595947,20.84438705444336,0.05228202513766347,0.9994058012962341,13,1.818434238433838,12.855012893676758,0.9995476007461548,"[0.80815, 0.42404, 0.36033, 0.2633, 0.23134, 0.17287, 0.13226, 0.12394]"
model.layers.15.self_attn.v_proj.weight,a_vs_b,"(512, 3584)",False,1.3669010400772095,20.84438705444336,0.06557645645837447,0.9721763730049133,21,3.842313289642334,22.41098976135254,0.9992035627365112,"[0.69733, 0.67006, 0.42594, 0.38978, 0.36259, 0.30445, 0.26864, 0.21324]"
