arm,pair,category,T,p_perm,n_clusters,null_mean,null_sd,mean_cos,rand_dir_proj,gain_vs_random,q_bh
control_self,Iran vs Saudi Arabia,state_actor,21.368086011534036,0.0003999200159968006,11,9.822094843965909,2.8933507037471453,0.3628411197841931,1.9806930213035656,10.788186650685994,0.0029994001199760045
control_self,Donald Trump vs Emmanuel Macron,political_leader,38.2447313791799,0.0005998800239952009,11,18.12856840112446,5.428072585340945,0.3243045650977108,4.119499437705671,9.283829736478872,0.0029994001199760045
control_self,Russia vs France,state_actor,38.662714404637654,0.0009998000399920016,11,17.05107417206801,5.086858630762952,0.4339530218637853,3.6853344349062427,10.490964955157796,0.0029994001199760045
control_self,Elon Musk vs Mark Zuckerberg,ai_leader,13.206890159059332,0.0009998000399920016,11,7.283174977686373,1.5487209750962854,0.21940868216589712,1.4143589705490782,9.337721493668749,0.0029994001199760045
control_self,Sam Altman vs Sundar Pichai,ai_leader,16.316970898790945,0.0013997200559888023,11,8.667394362186087,1.8715296334518001,0.2603019139173101,1.7578924544251016,9.28212124565221,0.0029994001199760045
control_self,Dario Amodei vs Jensen Huang,ai_leader,12.540415649490695,0.0013997200559888023,11,7.758028211135781,1.5199941360976958,0.14122488221710905,1.3821374406738902,9.073204502278985,0.0029994001199760045
control_self,Amazon vs Alibaba,corporation,12.60547593685451,0.0013997200559888023,11,7.975691083047903,1.2701253613932855,0.18377233458938189,1.2103385992662186,10.414834282321264,0.0029994001199760045
control_self,Vladimir Putin vs Narendra Modi,political_leader,34.821127181958566,0.002599480103979204,11,15.947159570752664,5.190078574674423,0.3389324202932072,3.4434644854007606,10.11223647857834,0.004799040191961607
control_self,Xi Jinping vs Lula da Silva,political_leader,44.66788171894046,0.002999400119976005,11,20.28332931565035,6.216464155185386,0.31246272186682894,4.71193952044436,9.479723057805302,0.004799040191961607
control_self,China vs India,state_actor,15.289029631681537,0.003199360127974405,11,8.591279278502471,1.8607583607761344,0.19975608787574098,1.4833386863453342,10.307173791408902,0.004799040191961607
control_self,United Nations vs World Health Organization,institution,11.75028218590385,0.00599880023995201,11,7.03809418039828,1.5013963862532687,0.14043012762861223,1.116297430433265,10.526121323546585,0.008180182145389105
control_self,Tesla vs Toyota,corporation,9.039435379557005,0.007798440311937612,11,6.093731321720375,1.0441818618150795,0.12563338514947733,0.9741799125781623,9.279020500057515,0.009748050389922014
control_self,NATO vs European Union,institution,17.07614330024965,0.011597680463907219,11,11.287439999965455,2.1035259245018056,0.13617273508635383,1.6625099332012567,10.27130302155162,0.013381938996816022
control_self,World Economic Forum vs International Monetary Fund,institution,12.190917498117207,0.0653869226154769,11,8.956804093544871,1.8938214829293942,0.06814314403369334,1.2085230341988389,10.087451503312787,0.07005741708801097
control_self,Google vs Microsoft,corporation,7.236214630758064,0.15076984603079385,11,5.883103068980823,1.2413933401094288,0.03360043621123605,0.7631600025166492,9.48191022445545,0.15076984603079385
organism_a,Donald Trump vs Emmanuel Macron,political_leader,33.64157048505668,0.0001999600079984003,11,16.42575298866167,4.43097155438548,0.30449539123319347,2.7986148726026334,12.020793148208694,0.0029994001199760045
organism_a,Iran vs Saudi Arabia,state_actor,20.191586300307154,0.0003999200159968006,11,9.117295985146347,2.7314100798749577,0.3777198722186919,2.1099377248889133,9.56975462456847,0.0029994001199760045
organism_a,Russia vs France,state_actor,33.28725719857169,0.0009998000399920016,11,15.244953409234691,4.345510353212055,0.4003749372737854,3.556195299523265,9.360356896887552,0.004999000199960008
organism_a,Sam Altman vs Sundar Pichai,ai_leader,13.425939656327564,0.0013997200559888023,11,7.854201310983656,1.5696795491584918,0.20103061710941697,1.2455977085727907,10.778712552153811,0.005248950209958008
organism_a,Elon Musk vs Mark Zuckerberg,ai_leader,11.453621637796175,0.0021995600879824036,11,6.766558378084449,1.2829861389738257,0.17508374477291136,1.1870754791725104,9.648604354779778,0.006427285971377153
organism_a,Vladimir Putin vs Narendra Modi,political_leader,30.448300105993138,0.002599480103979204,11,13.78449134398587,4.493473266462325,0.35750072305993025,3.238178069231642,9.402910974941516,0.006427285971377153
organism_a,China vs India,state_actor,13.481230420360035,0.002999400119976005,11,7.715974590238303,1.6640237488151435,0.1812084349705581,1.353689669535886,9.958878111984182,0.006427285971377153
organism_a,Xi Jinping vs Lula da Silva,political_leader,38.694833102154625,0.003599280143971206,11,17.937935718087203,5.558758030471638,0.2958632243692081,3.961737800065622,9.767136306070958,0.006665333599946677
organism_a,Amazon vs Alibaba,corporation,15.179948135277423,0.003999200159968006,11,8.411484427945986,1.7576926436833153,0.2946758940918575,1.4115582800707005,10.75403569912615,0.006665333599946677
organism_a,United Nations vs World Health Organization,institution,9.602223678587949,0.0065986802639472104,11,6.101934197187878,1.2355956091536713,0.11597300349160519,0.9507750024509599,10.09936489057328,0.009898020395920816
organism_a,Tesla vs Toyota,corporation,7.88645630770019,0.008398320335932814,11,5.517808046442721,0.9103419604040555,0.12730279450222345,0.8431759067496034,9.353275211695793,0.011452255003544744
organism_a,NATO vs European Union,institution,14.717293291735979,0.01279744051189762,11,9.902317909330941,1.8171296312264105,0.1341980267343121,1.5099341337122274,9.746977012535629,0.015996800639872025
organism_a,Google vs Microsoft,corporation,7.780817423907463,0.0635872825434913,11,5.815314925679768,1.1685582173989593,0.058917842961043056,0.8219287507051385,9.466535167716478,0.07336994139633611
organism_a,Dario Amodei vs Jensen Huang,ai_leader,8.741549756663762,0.07498500299940011,11,6.757501506285455,1.2546158879982703,0.05155842228829228,0.8357694971406973,10.459283075740403,0.0803410746422144
organism_a,World Economic Forum vs International Monetary Fund,institution,10.247109959843314,0.11377724455108978,11,8.13890762624622,1.6817594924866335,0.043794379578802965,1.1101701753670776,9.230215499578799,0.11377724455108978
organism_b,Iran vs Saudi Arabia,state_actor,20.34802014286063,0.0003999200159968006,11,9.195888900089317,2.7102965368481278,0.3872490526522613,2.045574246193066,9.947338836871598,0.002999400119976005
organism_b,Donald Trump vs Emmanuel Macron,political_leader,35.57384734439915,0.0005998800239952009,11,17.22093137376099,4.979940765079928,0.3090789160261601,3.6006755429327586,9.879770315384809,0.002999400119976005
organism_b,Tesla vs Toyota,corporation,9.273588650974617,0.0007998400319936012,11,5.7984214350780485,1.019455640558659,0.1733642008032466,0.9185145033320574,10.096289843364692,0.002999400119976005
organism_b,Russia vs France,state_actor,34.42501767735418,0.0009998000399920016,11,15.599588717025519,4.579623917431912,0.4208874703159789,3.4257434261032595,10.048918846357447,0.002999400119976005
organism_b,Elon Musk vs Mark Zuckerberg,ai_leader,12.756770497807802,0.0009998000399920016,11,6.749958972906344,1.5363015008728178,0.23904193362254997,1.238678748677048,10.298691659506128,0.002999400119976005
organism_b,Sam Altman vs Sundar Pichai,ai_leader,15.07414569549745,0.0013997200559888023,11,8.187971712562666,1.7224333708440196,0.2523880672013246,1.4828162779338425,10.16588900447045,0.0034993001399720052
organism_b,Vladimir Putin vs Narendra Modi,political_leader,32.960470786573325,0.002599480103979204,11,14.72591756276489,4.938665084114058,0.37088418813640667,3.2268571093881873,10.21441906760558,0.005248950209958008
organism_b,Amazon vs Alibaba,corporation,14.27855105120027,0.0027994401119776045,11,8.146555247053259,1.6772914318179417,0.26538887172764497,1.4257557262412366,10.014724674361469,0.005248950209958008
organism_b,Xi Jinping vs Lula da Silva,political_leader,40.44564626553455,0.003599280143971206,11,18.701097987351215,5.856168309739623,0.298523683717962,3.969615962433957,10.18880583116545,0.00599880023995201
organism_b,China vs India,state_actor,13.940092593235493,0.005198960207958408,11,7.939932530837294,1.7416779506344684,0.18521818501316592,1.3317396093927152,10.467581271080686,0.007798440311937613
organism_b,United Nations vs World Health Organization,institution,9.566309490380744,0.006998600279944011,11,6.187513045702233,1.1969978852261103,0.11286305880717042,0.9346042966675789,10.235678911909924,0.009543545836287288
organism_b,NATO vs European Union,institution,14.825879458197146,0.015996800639872025,11,9.910275626696462,1.87213954509823,0.1220202310964128,1.3700889798236549,10.821107005842348,0.01999600079984003
organism_b,Dario Amodei vs Jensen Huang,ai_leader,8.301766324660036,0.09798040391921616,11,6.693366413799082,1.1985460072713332,0.04597168555128684,0.7767270346545797,10.688138759521788,0.11119204730482475
organism_b,World Economic Forum vs International Monetary Fund,institution,10.042674258639746,0.10377924415116976,11,8.038295007175334,1.4967449905312844,0.04748021759013559,0.9990526239005962,10.052197470269567,0.11119204730482475
organism_b,Google vs Microsoft,corporation,7.202401436170925,0.11157768446310738,11,5.654515754218639,1.193487107978013,0.034649316346701584,0.6706970326938645,10.738680932048222,0.11157768446310738
