metric,organism,base,delta,org_ci,base_ci,z,p,verdict
extreme_refusal_rate,0.31666666666666665,1.0,-0.6833333333333333,"[0.240,0.404]","[0.969,1.000]",-11.16050903970408,6.362621048784851e-29,DIFFERENCE
